frame,sx,sy,gx,gy
35207,135,137,0,0
35208,136,137,0,0
35209,137,137,0,0
35210,138,137,0,0
35211,139,137,0,0
35212,140,137,0,0
35213,141,137,0,0
35214,142,137,0,0
35215,143,137,0,0
35216,144,137,1,0
35217,145,137,3,0
35218,146,137,5,0
35219,147,137,7,0
35220,148,137,8,0
35221,149,137,10,0
35222,150,137,12,0
35223,151,137,14,0
35224,152,137,16,0
35225,153,137,17,0
35226,154,137,19,0
35227,155,137,21,0
35228,156,137,23,0
35229,157,137,24,0
35230,158,137,26,0
35231,159,137,28,0
35232,160,137,30,0
35233,161,137,32,0
35234,162,137,33,0
35235,163,137,35,0
35236,164,137,37,0
35237,165,137,39,0
35238,166,137,41,0
35239,167,137,42,0
35240,168,137,44,0
35241,169,137,46,0
35242,170,137,48,0
35243,171,137,49,0
35244,172,137,51,0
35245,173,137,53,0
35246,174,137,55,0
35247,175,137,57,0
35248,176,137,58,0
35249,177,137,60,0
35250,178,137,62,0
35251,179,137,64,0
35252,180,137,66,0
35253,181,137,67,0
35254,182,137,69,0
35255,183,137,71,0
35256,184,137,73,0
35257,185,137,74,0
35258,186,137,76,0
35259,187,137,78,0
35260,188,137,80,0
35261,189,137,82,0
35262,190,137,83,0
35263,191,137,85,0
35264,192,137,87,0
35265,193,137,89,0
35266,194,137,91,0
35267,195,137,92,0
35268,196,137,94,0
35269,197,137,96,0
35270,198,137,98,0
35271,199,137,100,0
35272,200,137,100,0
35273,201,137,100,0
35274,202,137,100,0
35275,203,137,100,0
35276,204,137,100,0
35277,205,137,100,0
35278,206,137,100,0
35279,207,137,100,0
35280,208,137,100,0
35281,209,137,100,0
35282,210,137,100,0
35283,211,137,100,0
35284,212,137,100,0
35285,213,137,100,0
35286,214,137,100,0
35287,215,137,100,0
35288,216,137,100,0
35289,217,137,100,0
35290,218,137,100,0
35291,219,137,100,0
35292,220,137,100,0
35293,221,137,100,0
35294,222,137,100,0
35295,223,137,100,0
35296,224,137,100,0
35297,225,137,100,0
35298,226,137,100,0
35299,227,137,100,0
35300,228,137,100,0
35301,229,137,100,0
35302,230,137,100,0
35303,231,137,100,0
35304,232,137,100,0
35305,233,137,100,0
35306,234,137,100,0
35307,235,137,100,0
35308,236,137,100,0
35309,237,137,100,0
35310,238,137,100,0
35311,239,137,100,0
35312,240,137,100,0
35313,241,137,100,0
35314,242,137,100,0
35315,243,137,100,0
35316,244,137,100,0
35317,245,137,100,0
35318,246,137,100,0
35319,247,137,100,0
35320,248,137,100,0
35321,249,137,100,0
35322,250,137,100,0
35323,251,137,100,0
35324,252,137,100,0
35325,253,137,100,0
35326,254,137,100,0
35327,255,137,100,0
35328,0,138,-100,0
35329,1,138,-100,0
35330,2,138,-100,0
35331,3,138,-100,0
35332,4,138,-100,0
35333,5,138,-100,0
35334,6,138,-100,0
35335,7,138,-100,0
35336,8,138,-100,0
35337,9,138,-100,0
35338,10,138,-100,0
35339,11,138,-100,0
35340,12,138,-100,0
35341,13,138,-100,0
35342,14,138,-100,0
35343,15,138,-100,0
35344,16,138,-100,0
35345,17,138,-100,0
35346,18,138,-100,0
35347,19,138,-100,0
35348,20,138,-100,0
35349,21,138,-100,0
35350,22,138,-100,0
35351,23,138,-100,0
35352,24,138,-100,0
35353,25,138,-100,0
35354,26,138,-100,0
35355,27,138,-100,0
35356,28,138,-100,0
35357,29,138,-100,0
35358,30,138,-100,0
35359,31,138,-100,0
35360,32,138,-100,0
35361,33,138,-100,0
35362,34,138,-100,0
35363,35,138,-100,0
35364,36,138,-100,0
35365,37,138,-100,0
35366,38,138,-100,0
35367,39,138,-100,0
35368,40,138,-100,0
35369,41,138,-100,0
35370,42,138,-100,0
35371,43,138,-100,0
35372,44,138,-100,0
35373,45,138,-100,0
35374,46,138,-100,0
35375,47,138,-100,0
35376,48,138,-100,0
35377,49,138,-100,0
35378,50,138,-100,0
35379,51,138,-100,0
35380,52,138,-100,0
35381,53,138,-100,0
35382,54,138,-100,0
35383,55,138,-100,0
35384,56,138,-100,0
35385,57,138,-100,0
35386,58,138,-98,0
35387,59,138,-96,0
35388,60,138,-94,0
35389,61,138,-92,0
35390,62,138,-91,0
35391,63,138,-89,0
35392,64,138,-87,0
35393,65,138,-85,0
35394,66,138,-83,0
35395,67,138,-82,0
35396,68,138,-80,0
35397,69,138,-78,0
35398,70,138,-76,0
35399,71,138,-74,0
35400,72,138,-73,0
35401,73,138,-71,0
35402,74,138,-69,0
35403,75,138,-67,0
35404,76,138,-66,0
35405,77,138,-64,0
35406,78,138,-62,0
35407,79,138,-60,0
35408,80,138,-58,0
35409,81,138,-57,0
35410,82,138,-55,0
35411,83,138,-53,0
35412,84,138,-51,0
35413,85,138,-49,0
35414,86,138,-48,0
35415,87,138,-46,0
35416,88,138,-44,0
35417,89,138,-42,0
35418,90,138,-41,0
35419,91,138,-39,0
35420,92,138,-37,0
35421,93,138,-35,0
35422,94,138,-33,0
35423,95,138,-32,0
35424,96,138,-30,0
35425,97,138,-28,0
35426,98,138,-26,0
35427,99,138,-24,0
35428,100,138,-23,0
35429,101,138,-21,0
35430,102,138,-19,0
35431,103,138,-17,0
35432,104,138,-16,0
35433,105,138,-14,0
35434,106,138,-12,0
35435,107,138,-10,0
35436,108,138,-8,0
35437,109,138,-7,0
35438,110,138,-5,0
35439,111,138,-3,0
35440,112,138,-1,0
35441,113,138,0,0
35442,114,138,0,0
35443,115,138,0,0
35444,116,138,0,0
35445,117,138,0,0
35446,118,138,0,0
35447,119,138,0,0
35448,120,138,0,0
35449,121,138,0,0
35450,122,138,0,0
35451,123,138,0,0
35452,124,138,0,0
35453,125,138,0,0
35454,126,138,0,0
35455,127,138,0,0
35456,128,138,0,0
35457,129,138,0,0
35458,130,138,0,0
35459,131,138,0,0
35460,132,138,0,0
35461,133,138,0,0
35462,134,138,0,0
35463,135,138,0,0
35464,136,138,0,0
35465,137,138,0,0
35466,138,138,0,0
35467,139,138,0,0
35468,140,138,0,0
35469,141,138,0,0
35470,142,138,0,0
35471,143,138,0,0
35472,144,138,1,0
35473,145,138,3,0
35474,146,138,5,0
35475,147,138,7,0
35476,148,138,8,0
35477,149,138,10,0
35478,150,138,12,0
35479,151,138,14,0
35480,152,138,16,0
35481,153,138,17,0
35482,154,138,19,0
35483,155,138,21,0
35484,156,138,23,0
35485,157,138,24,0
35486,158,138,26,0
35487,159,138,28,0
35488,160,138,30,0
35489,161,138,32,0
35490,162,138,33,0
35491,163,138,35,0
35492,164,138,37,0
35493,165,138,39,0
35494,166,138,41,0
35495,167,138,42,0
35496,168,138,44,0
35497,169,138,46,0
35498,170,138,48,0
35499,171,138,49,0
35500,172,138,51,0
35501,173,138,53,0
35502,174,138,55,0
35503,175,138,57,0
35504,176,138,58,0
35505,177,138,60,0
35506,178,138,62,0
35507,179,138,64,0
35508,180,138,66,0
35509,181,138,67,0
35510,182,138,69,0
35511,183,138,71,0
35512,184,138,73,0
35513,185,138,74,0
35514,186,138,76,0
35515,187,138,78,0
35516,188,138,80,0
35517,189,138,82,0
35518,190,138,83,0
35519,191,138,85,0
35520,192,138,87,0
35521,193,138,89,0
35522,194,138,91,0
35523,195,138,92,0
35524,196,138,94,0
35525,197,138,96,0
35526,198,138,98,0
35527,199,138,100,0
35528,200,138,100,0
35529,201,138,100,0
35530,202,138,100,0
35531,203,138,100,0
35532,204,138,100,0
35533,205,138,100,0
35534,206,138,100,0
35535,207,138,100,0
35536,208,138,100,0
35537,209,138,100,0
35538,210,138,100,0
35539,211,138,100,0
35540,212,138,100,0
35541,213,138,100,0
35542,214,138,100,0
35543,215,138,100,0
35544,216,138,100,0
35545,217,138,100,0
35546,218,138,100,0
35547,219,138,100,0
35548,220,138,100,0
35549,221,138,100,0
35550,222,138,100,0
35551,223,138,100,0
35552,224,138,100,0
35553,225,138,100,0
35554,226,138,100,0
35555,227,138,100,0
35556,228,138,100,0
35557,229,138,100,0
35558,230,138,100,0
35559,231,138,100,0
35560,232,138,100,0
35561,233,138,100,0
35562,234,138,100,0
35563,235,138,100,0
35564,236,138,100,0
35565,237,138,100,0
35566,238,138,100,0
35567,239,138,100,0
35568,240,138,100,0
35569,241,138,100,0
35570,242,138,100,0
35571,243,138,100,0
35572,244,138,100,0
35573,245,138,100,0
35574,246,138,100,0
35575,247,138,100,0
35576,248,138,100,0
35577,249,138,100,0
35578,250,138,100,0
35579,251,138,100,0
35580,252,138,100,0
35581,253,138,100,0
35582,254,138,100,0
35583,255,138,100,0
35584,0,139,-100,0
35585,1,139,-100,0
35586,2,139,-100,0
35587,3,139,-100,0
35588,4,139,-100,0
35589,5,139,-100,0
35590,6,139,-100,0
35591,7,139,-100,0
35592,8,139,-100,0
35593,9,139,-100,0
35594,10,139,-100,0
35595,11,139,-100,0
35596,12,139,-100,0
35597,13,139,-100,0
35598,14,139,-100,0
35599,15,139,-100,0
35600,16,139,-100,0
35601,17,139,-100,0
35602,18,139,-100,0
35603,19,139,-100,0
35604,20,139,-100,0
35605,21,139,-100,0
35606,22,139,-100,0
35607,23,139,-100,0
35608,24,139,-100,0
35609,25,139,-100,0
35610,26,139,-100,0
35611,27,139,-100,0
35612,28,139,-100,0
35613,29,139,-100,0
35614,30,139,-100,0
35615,31,139,-100,0
35616,32,139,-100,0
35617,33,139,-100,0
35618,34,139,-100,0
35619,35,139,-100,0
35620,36,139,-100,0
35621,37,139,-100,0
35622,38,139,-100,0
35623,39,139,-100,0
35624,40,139,-100,0
35625,41,139,-100,0
35626,42,139,-100,0
35627,43,139,-100,0
35628,44,139,-100,0
35629,45,139,-100,0
35630,46,139,-100,0
35631,47,139,-100,0
35632,48,139,-100,0
35633,49,139,-100,0
35634,50,139,-100,0
35635,51,139,-100,0
35636,52,139,-100,0
35637,53,139,-100,0
35638,54,139,-100,0
35639,55,139,-100,0
35640,56,139,-100,0
35641,57,139,-100,0
35642,58,139,-98,0
35643,59,139,-96,0
35644,60,139,-94,0
35645,61,139,-92,0
35646,62,139,-91,0
35647,63,139,-89,0
35648,64,139,-87,0
35649,65,139,-85,0
35650,66,139,-83,0
35651,67,139,-82,0
35652,68,139,-80,0
35653,69,139,-78,0
35654,70,139,-76,0
35655,71,139,-74,0
35656,72,139,-73,0
35657,73,139,-71,0
35658,74,139,-69,0
35659,75,139,-67,0
35660,76,139,-66,0
35661,77,139,-64,0
35662,78,139,-62,0
35663,79,139,-60,0
35664,80,139,-58,0
35665,81,139,-57,0
35666,82,139,-55,0
35667,83,139,-53,0
35668,84,139,-51,0
35669,85,139,-49,0
35670,86,139,-48,0
35671,87,139,-46,0
35672,88,139,-44,0
35673,89,139,-42,0
35674,90,139,-41,0
35675,91,139,-39,0
35676,92,139,-37,0
35677,93,139,-35,0
35678,94,139,-33,0
35679,95,139,-32,0
35680,96,139,-30,0
35681,97,139,-28,0
35682,98,139,-26,0
35683,99,139,-24,0
35684,100,139,-23,0
35685,101,139,-21,0
35686,102,139,-19,0
35687,103,139,-17,0
35688,104,139,-16,0
35689,105,139,-14,0
35690,106,139,-12,0
35691,107,139,-10,0
35692,108,139,-8,0
35693,109,139,-7,0
35694,110,139,-5,0
35695,111,139,-3,0
35696,112,139,-1,0
35697,113,139,0,0
35698,114,139,0,0
35699,115,139,0,0
35700,116,139,0,0
35701,117,139,0,0
35702,118,139,0,0
35703,119,139,0,0
35704,120,139,0,0
35705,121,139,0,0
35706,122,139,0,0
35707,123,139,0,0
35708,124,139,0,0
35709,125,139,0,0
35710,126,139,0,0
35711,127,139,0,0
35712,128,139,0,0
35713,129,139,0,0
35714,130,139,0,0
35715,131,139,0,0
35716,132,139,0,0
35717,133,139,0,0
35718,134,139,0,0
35719,135,139,0,0
35720,136,139,0,0
35721,137,139,0,0
35722,138,139,0,0
35723,139,139,0,0
35724,140,139,0,0
35725,141,139,0,0
35726,142,139,0,0
35727,143,139,0,0
35728,144,139,1,0
35729,145,139,3,0
35730,146,139,5,0
35731,147,139,7,0
35732,148,139,8,0
35733,149,139,10,0
35734,150,139,12,0
35735,151,139,14,0
35736,152,139,16,0
35737,153,139,17,0
35738,154,139,19,0
35739,155,139,21,0
35740,156,139,23,0
35741,157,139,24,0
35742,158,139,26,0
35743,159,139,28,0
35744,160,139,30,0
35745,161,139,32,0
35746,162,139,33,0
35747,163,139,35,0
35748,164,139,37,0
35749,165,139,39,0
35750,166,139,41,0
35751,167,139,42,0
35752,168,139,44,0
35753,169,139,46,0
35754,170,139,48,0
35755,171,139,49,0
35756,172,139,51,0
35757,173,139,53,0
35758,174,139,55,0
35759,175,139,57,0
35760,176,139,58,0
35761,177,139,60,0
35762,178,139,62,0
35763,179,139,64,0
35764,180,139,66,0
35765,181,139,67,0
35766,182,139,69,0
35767,183,139,71,0
35768,184,139,73,0
35769,185,139,74,0
35770,186,139,76,0
35771,187,139,78,0
35772,188,139,80,0
35773,189,139,82,0
35774,190,139,83,0
35775,191,139,85,0
35776,192,139,87,0
35777,193,139,89,0
35778,194,139,91,0
35779,195,139,92,0
35780,196,139,94,0
35781,197,139,96,0
35782,198,139,98,0
35783,199,139,100,0
35784,200,139,100,0
35785,201,139,100,0
35786,202,139,100,0
35787,203,139,100,0
35788,204,139,100,0
35789,205,139,100,0
35790,206,139,100,0
35791,207,139,100,0
35792,208,139,100,0
35793,209,139,100,0
35794,210,139,100,0
35795,211,139,100,0
35796,212,139,100,0
35797,213,139,100,0
35798,214,139,100,0
35799,215,139,100,0
35800,216,139,100,0
35801,217,139,100,0
35802,218,139,100,0
35803,219,139,100,0
35804,220,139,100,0
35805,221,139,100,0
35806,222,139,100,0
35807,223,139,100,0
35808,224,139,100,0
35809,225,139,100,0
35810,226,139,100,0
35811,227,139,100,0
35812,228,139,100,0
35813,229,139,100,0
35814,230,139,100,0
35815,231,139,100,0
35816,232,139,100,0
35817,233,139,100,0
35818,234,139,100,0
35819,235,139,100,0
35820,236,139,100,0
35821,237,139,100,0
35822,238,139,100,0
35823,239,139,100,0
35824,240,139,100,0
35825,241,139,100,0
35826,242,139,100,0
35827,243,139,100,0
35828,244,139,100,0
35829,245,139,100,0
35830,246,139,100,0
35831,247,139,100,0
35832,248,139,100,0
35833,249,139,100,0
35834,250,139,100,0
35835,251,139,100,0
35836,252,139,100,0
35837,253,139,100,0
35838,254,139,100,0
35839,255,139,100,0
35840,0,140,-100,0
35841,1,140,-100,0
35842,2,140,-100,0
35843,3,140,-100,0
35844,4,140,-100,0
35845,5,140,-100,0
35846,6,140,-100,0
35847,7,140,-100,0
35848,8,140,-100,0
35849,9,140,-100,0
35850,10,140,-100,0
35851,11,140,-100,0
35852,12,140,-100,0
35853,13,140,-100,0
35854,14,140,-100,0
35855,15,140,-100,0
35856,16,140,-100,0
35857,17,140,-100,0
35858,18,140,-100,0
35859,19,140,-100,0
35860,20,140,-100,0
35861,21,140,-100,0
35862,22,140,-100,0
35863,23,140,-100,0
35864,24,140,-100,0
35865,25,140,-100,0
35866,26,140,-100,0
35867,27,140,-100,0
35868,28,140,-100,0
35869,29,140,-100,0
35870,30,140,-100,0
35871,31,140,-100,0
35872,32,140,-100,0
35873,33,140,-100,0
35874,34,140,-100,0
35875,35,140,-100,0
35876,36,140,-100,0
35877,37,140,-100,0
35878,38,140,-100,0
35879,39,140,-100,0
35880,40,140,-100,0
35881,41,140,-100,0
35882,42,140,-100,0
35883,43,140,-100,0
35884,44,140,-100,0
35885,45,140,-100,0
35886,46,140,-100,0
35887,47,140,-100,0
35888,48,140,-100,0
35889,49,140,-100,0
35890,50,140,-100,0
35891,51,140,-100,0
35892,52,140,-100,0
35893,53,140,-100,0
35894,54,140,-100,0
35895,55,140,-100,0
35896,56,140,-100,0
35897,57,140,-100,0
35898,58,140,-98,0
35899,59,140,-96,0
35900,60,140,-94,0
35901,61,140,-92,0
35902,62,140,-91,0
35903,63,140,-89,0
35904,64,140,-87,0
35905,65,140,-85,0
35906,66,140,-83,0
35907,67,140,-82,0
35908,68,140,-80,0
35909,69,140,-78,0
35910,70,140,-76,0
35911,71,140,-74,0
35912,72,140,-73,0
35913,73,140,-71,0
35914,74,140,-69,0
35915,75,140,-67,0
35916,76,140,-66,0
35917,77,140,-64,0
35918,78,140,-62,0
35919,79,140,-60,0
35920,80,140,-58,0
35921,81,140,-57,0
35922,82,140,-55,0
35923,83,140,-53,0
35924,84,140,-51,0
35925,85,140,-49,0
35926,86,140,-48,0
35927,87,140,-46,0
35928,88,140,-44,0
35929,89,140,-42,0
35930,90,140,-41,0
35931,91,140,-39,0
35932,92,140,-37,0
35933,93,140,-35,0
35934,94,140,-33,0
35935,95,140,-32,0
35936,96,140,-30,0
35937,97,140,-28,0
35938,98,140,-26,0
35939,99,140,-24,0
35940,100,140,-23,0
35941,101,140,-21,0
35942,102,140,-19,0
35943,103,140,-17,0
35944,104,140,-16,0
35945,105,140,-14,0
35946,106,140,-12,0
35947,107,140,-10,0
35948,108,140,-8,0
35949,109,140,-7,0
35950,110,140,-5,0
35951,111,140,-3,0
35952,112,140,-1,0
35953,113,140,0,0
35954,114,140,0,0
35955,115,140,0,0
35956,116,140,0,0
35957,117,140,0,0
35958,118,140,0,0
35959,119,140,0,0
35960,120,140,0,0
35961,121,140,0,0
35962,122,140,0,0
35963,123,140,0,0
35964,124,140,0,0
35965,125,140,0,0
35966,126,140,0,0
35967,127,140,0,0
35968,128,140,0,0
35969,129,140,0,0
35970,130,140,0,0
35971,131,140,0,0
35972,132,140,0,0
35973,133,140,0,0
35974,134,140,0,0
35975,135,140,0,0
35976,136,140,0,0
35977,137,140,0,0
35978,138,140,0,0
35979,139,140,0,0
35980,140,140,0,0
35981,141,140,0,0
35982,142,140,0,0
35983,143,140,0,0
35984,144,140,1,0
35985,145,140,3,0
35986,146,140,5,0
35987,147,140,7,0
35988,148,140,8,0
35989,149,140,10,0
35990,150,140,12,0
35991,151,140,14,0
35992,152,140,16,0
35993,153,140,17,0
35994,154,140,19,0
35995,155,140,21,0
35996,156,140,23,0
35997,157,140,24,0
35998,158,140,26,0
35999,159,140,28,0
36000,160,140,30,0
36001,161,140,32,0
36002,162,140,33,0
36003,163,140,35,0
36004,164,140,37,0
36005,165,140,39,0
36006,166,140,41,0
36007,167,140,42,0
36008,168,140,44,0
36009,169,140,46,0
36010,170,140,48,0
36011,171,140,49,0
36012,172,140,51,0
36013,173,140,53,0
36014,174,140,55,0
36015,175,140,57,0
36016,176,140,58,0
36017,177,140,60,0
36018,178,140,62,0
36019,179,140,64,0
36020,180,140,66,0
36021,181,140,67,0
36022,182,140,69,0
36023,183,140,71,0
36024,184,140,73,0
36025,185,140,74,0
36026,186,140,76,0
36027,187,140,78,0
36028,188,140,80,0
36029,189,140,82,0
36030,190,140,83,0
36031,191,140,85,0
36032,192,140,87,0
36033,193,140,89,0
36034,194,140,91,0
36035,195,140,92,0
36036,196,140,94,0
36037,197,140,96,0
36038,198,140,98,0
36039,199,140,100,0
36040,200,140,100,0
36041,201,140,100,0
36042,202,140,100,0
36043,203,140,100,0
36044,204,140,100,0
36045,205,140,100,0
36046,206,140,100,0
36047,207,140,100,0
36048,208,140,100,0
36049,209,140,100,0
36050,210,140,100,0
36051,211,140,100,0
36052,212,140,100,0
36053,213,140,100,0
36054,214,140,100,0
36055,215,140,100,0
36056,216,140,100,0
36057,217,140,100,0
36058,218,140,100,0
36059,219,140,100,0
36060,220,140,100,0
36061,221,140,100,0
36062,222,140,100,0
36063,223,140,100,0
36064,224,140,100,0
36065,225,140,100,0
36066,226,140,100,0
36067,227,140,100,0
36068,228,140,100,0
36069,229,140,100,0
36070,230,140,100,0
36071,231,140,100,0
36072,232,140,100,0
36073,233,140,100,0
36074,234,140,100,0
36075,235,140,100,0
36076,236,140,100,0
36077,237,140,100,0
36078,238,140,100,0
36079,239,140,100,0
36080,240,140,100,0
36081,241,140,100,0
36082,242,140,100,0
36083,243,140,100,0
36084,244,140,100,0
36085,245,140,100,0
36086,246,140,100,0
36087,247,140,100,0
36088,248,140,100,0
36089,249,140,100,0
36090,250,140,100,0
36091,251,140,100,0
36092,252,140,100,0
36093,253,140,100,0
36094,254,140,100,0
36095,255,140,100,0
36096,0,141,-100,0
36097,1,141,-100,0
36098,2,141,-100,0
36099,3,141,-100,0
36100,4,141,-100,0
36101,5,141,-100,0
36102,6,141,-100,0
36103,7,141,-100,0
36104,8,141,-100,0
36105,9,141,-100,0
36106,10,141,-100,0
36107,11,141,-100,0
36108,12,141,-100,0
36109,13,141,-100,0
36110,14,141,-100,0
36111,15,141,-100,0
36112,16,141,-100,0
36113,17,141,-100,0
36114,18,141,-100,0
36115,19,141,-100,0
36116,20,141,-100,0
36117,21,141,-100,0
36118,22,141,-100,0
36119,23,141,-100,0
36120,24,141,-100,0
36121,25,141,-100,0
36122,26,141,-100,0
36123,27,141,-100,0
36124,28,141,-100,0
36125,29,141,-100,0
36126,30,141,-100,0
36127,31,141,-100,0
36128,32,141,-100,0
36129,33,141,-100,0
36130,34,141,-100,0
36131,35,141,-100,0
36132,36,141,-100,0
36133,37,141,-100,0
36134,38,141,-100,0
36135,39,141,-100,0
36136,40,141,-100,0
36137,41,141,-100,0
36138,42,141,-100,0
36139,43,141,-100,0
36140,44,141,-100,0
36141,45,141,-100,0
36142,46,141,-100,0
36143,47,141,-100,0
36144,48,141,-100,0
36145,49,141,-100,0
36146,50,141,-100,0
36147,51,141,-100,0
36148,52,141,-100,0
36149,53,141,-100,0
36150,54,141,-100,0
36151,55,141,-100,0
36152,56,141,-100,0
36153,57,141,-100,0
36154,58,141,-98,0
36155,59,141,-96,0
36156,60,141,-94,0
36157,61,141,-92,0
36158,62,141,-91,0
36159,63,141,-89,0
36160,64,141,-87,0
36161,65,141,-85,0
36162,66,141,-83,0
36163,67,141,-82,0
36164,68,141,-80,0
36165,69,141,-78,0
36166,70,141,-76,0
36167,71,141,-74,0
36168,72,141,-73,0
36169,73,141,-71,0
36170,74,141,-69,0
36171,75,141,-67,0
36172,76,141,-66,0
36173,77,141,-64,0
36174,78,141,-62,0
36175,79,141,-60,0
36176,80,141,-58,0
36177,81,141,-57,0
36178,82,141,-55,0
36179,83,141,-53,0
36180,84,141,-51,0
36181,85,141,-49,0
36182,86,141,-48,0
36183,87,141,-46,0
36184,88,141,-44,0
36185,89,141,-42,0
36186,90,141,-41,0
36187,91,141,-39,0
36188,92,141,-37,0
36189,93,141,-35,0
36190,94,141,-33,0
36191,95,141,-32,0
36192,96,141,-30,0
36193,97,141,-28,0
36194,98,141,-26,0
36195,99,141,-24,0
36196,100,141,-23,0
36197,101,141,-21,0
36198,102,141,-19,0
36199,103,141,-17,0
36200,104,141,-16,0
36201,105,141,-14,0
36202,106,141,-12,0
36203,107,141,-10,0
36204,108,141,-8,0
36205,109,141,-7,0
36206,110,141,-5,0
36207,111,141,-3,0
36208,112,141,-1,0
36209,113,141,0,0
36210,114,141,0,0
36211,115,141,0,0
36212,116,141,0,0
36213,117,141,0,0
36214,118,141,0,0
36215,119,141,0,0
36216,120,141,0,0
36217,121,141,0,0
36218,122,141,0,0
36219,123,141,0,0
36220,124,141,0,0
36221,125,141,0,0
36222,126,141,0,0
36223,127,141,0,0
36224,128,141,0,0
36225,129,141,0,0
36226,130,141,0,0
36227,131,141,0,0
36228,132,141,0,0
36229,133,141,0,0
36230,134,141,0,0
36231,135,141,0,0
36232,136,141,0,0
36233,137,141,0,0
36234,138,141,0,0
36235,139,141,0,0
36236,140,141,0,0
36237,141,141,0,0
36238,142,141,0,0
36239,143,141,0,0
36240,144,141,1,0
36241,145,141,3,0
36242,146,141,5,0
36243,147,141,7,0
36244,148,141,8,0
36245,149,141,10,0
36246,150,141,12,0
36247,151,141,14,0
36248,152,141,16,0
36249,153,141,17,0
36250,154,141,19,0
36251,155,141,21,0
36252,156,141,23,0
36253,157,141,24,0
36254,158,141,26,0
36255,159,141,28,0
36256,160,141,30,0
36257,161,141,32,0
36258,162,141,33,0
36259,163,141,35,0
36260,164,141,37,0
36261,165,141,39,0
36262,166,141,41,0
36263,167,141,42,0
36264,168,141,44,0
36265,169,141,46,0
36266,170,141,48,0
36267,171,141,49,0
36268,172,141,51,0
36269,173,141,53,0
36270,174,141,55,0
36271,175,141,57,0
36272,176,141,58,0
36273,177,141,60,0
36274,178,141,62,0
36275,179,141,64,0
36276,180,141,66,0
36277,181,141,67,0
36278,182,141,69,0
36279,183,141,71,0
36280,184,141,73,0
36281,185,141,74,0
36282,186,141,76,0
36283,187,141,78,0
36284,188,141,80,0
36285,189,141,82,0
36286,190,141,83,0
36287,191,141,85,0
36288,192,141,87,0
36289,193,141,89,0
36290,194,141,91,0
36291,195,141,92,0
36292,196,141,94,0
36293,197,141,96,0
36294,198,141,98,0
36295,199,141,100,0
36296,200,141,100,0
36297,201,141,100,0
36298,202,141,100,0
36299,203,141,100,0
36300,204,141,100,0
36301,205,141,100,0
36302,206,141,100,0
36303,207,141,100,0
36304,208,141,100,0
36305,209,141,100,0
36306,210,141,100,0
36307,211,141,100,0
36308,212,141,100,0
36309,213,141,100,0
36310,214,141,100,0
36311,215,141,100,0
36312,216,141,100,0
36313,217,141,100,0
36314,218,141,100,0
36315,219,141,100,0
36316,220,141,100,0
36317,221,141,100,0
36318,222,141,100,0
36319,223,141,100,0
36320,224,141,100,0
36321,225,141,100,0
36322,226,141,100,0
36323,227,141,100,0
36324,228,141,100,0
36325,229,141,100,0
36326,230,141,100,0
36327,231,141,100,0
36328,232,141,100,0
36329,233,141,100,0
36330,234,141,100,0
36331,235,141,100,0
36332,236,141,100,0
36333,237,141,100,0
36334,238,141,100,0
36335,239,141,100,0
36336,240,141,100,0
36337,241,141,100,0
36338,242,141,100,0
36339,243,141,100,0
36340,244,141,100,0
36341,245,141,100,0
36342,246,141,100,0
36343,247,141,100,0
36344,248,141,100,0
36345,249,141,100,0
36346,250,141,100,0
36347,251,141,100,0
36348,252,141,100,0
36349,253,141,100,0
36350,254,141,100,0
36351,255,141,100,0
36352,0,142,-100,0
36353,1,142,-100,0
36354,2,142,-100,0
36355,3,142,-100,0
36356,4,142,-100,0
36357,5,142,-100,0
36358,6,142,-100,0
36359,7,142,-100,0
36360,8,142,-100,0
36361,9,142,-100,0
36362,10,142,-100,0
36363,11,142,-100,0
36364,12,142,-100,0
36365,13,142,-100,0
36366,14,142,-100,0
36367,15,142,-100,0
36368,16,142,-100,0
36369,17,142,-100,0
36370,18,142,-100,0
36371,19,142,-100,0
36372,20,142,-100,0
36373,21,142,-100,0
36374,22,142,-100,0
36375,23,142,-100,0
36376,24,142,-100,0
36377,25,142,-100,0
36378,26,142,-100,0
36379,27,142,-100,0
36380,28,142,-100,0
36381,29,142,-100,0
36382,30,142,-100,0
36383,31,142,-100,0
36384,32,142,-100,0
36385,33,142,-100,0
36386,34,142,-100,0
36387,35,142,-100,0
36388,36,142,-100,0
36389,37,142,-100,0
36390,38,142,-100,0
36391,39,142,-100,0
36392,40,142,-100,0
36393,41,142,-100,0
36394,42,142,-100,0
36395,43,142,-100,0
36396,44,142,-100,0
36397,45,142,-100,0
36398,46,142,-100,0
36399,47,142,-100,0
36400,48,142,-100,0
36401,49,142,-100,0
36402,50,142,-100,0
36403,51,142,-100,0
36404,52,142,-100,0
36405,53,142,-100,0
36406,54,142,-100,0
36407,55,142,-100,0
36408,56,142,-100,0
36409,57,142,-100,0
36410,58,142,-98,0
36411,59,142,-96,0
36412,60,142,-94,0
36413,61,142,-92,0
36414,62,142,-91,0
36415,63,142,-89,0
36416,64,142,-87,0
36417,65,142,-85,0
36418,66,142,-83,0
36419,67,142,-82,0
36420,68,142,-80,0
36421,69,142,-78,0
36422,70,142,-76,0
36423,71,142,-74,0
36424,72,142,-73,0
36425,73,142,-71,0
36426,74,142,-69,0
36427,75,142,-67,0
36428,76,142,-66,0
36429,77,142,-64,0
